id,name,feature_name,feature_name_original,shap_value,feature_value,shap_value_percent
116397449,Sách Người Tình Sputnik,Thể loại: Sách nước ngoài,cat_Sách nước ngoài,-0.028055328336691953,False,6.123111309844799
116397449,Sách Người Tình Sputnik,"Thể loại: Truyện tranh, Manga","cat_Truyện tranh, Manga",0.014649639111243985,False,3.1973024821059566
116835635,Sách Tớ Học Lập Trình - Làm Quen Với Python,Thể loại: Sách tiếng Việt,cat_Sách tiếng Việt,-0.08489157165050641,True,20.935407452791594
116835635,Sách Tớ Học Lập Trình - Làm Quen Với Python,Mức giảm giá,discount_rate,0.06761467441488103,28,16.674691387397978
116835635,Sách Tớ Học Lập Trình - Làm Quen Với Python,Có đánh giá,has_rating,0.06297745824346102,1,15.531091285434579
116835635,Sách Tớ Học Lập Trình - Làm Quen Với Python,Giá bán,price,0.062139344107367454,97200,15.324401026438078
116835635,Sách Tớ Học Lập Trình - Làm Quen Với Python,Điểm đánh giá,rating_average,0.05329806792108091,5.0,13.14402297754766
116835635,Sách Tớ Học Lập Trình - Làm Quen Với Python,Thể loại: Sách giáo khoa,cat_Sách giáo khoa,-0.04701128051362615,False,11.59361634252856
116835635,Sách Tớ Học Lập Trình - Làm Quen Với Python,Thể loại: Sách nước ngoài,cat_Sách nước ngoài,-0.024393357433245687,False,6.015731209560362
116835635,Sách Tớ Học Lập Trình - Làm Quen Với Python,"Thể loại: Truyện tranh, Manga","cat_Truyện tranh, Manga",0.003167054212313191,False,0.7810383183011911
116947374,Sách - Cop Craft – Cảnh Sát Đến Từ Hai Thế Giới (Tập 3),Điểm đánh giá,rating_average,-0.19475589442721083,0.0,35.537715219388865
116947374,Sách - Cop Craft – Cảnh Sát Đến Từ Hai Thế Giới (Tập 3),Có đánh giá,has_rating,-0.09922804156381003,0,18.106450093557072
116947374,Sách - Cop Craft – Cảnh Sát Đến Từ Hai Thế Giới (Tập 3),Giá bán,price,0.08094220356054717,82000,14.769776225898047
116947374,Sách - Cop Craft – Cảnh Sát Đến Từ Hai Thế Giới (Tập 3),Mức giảm giá,discount_rate,-0.06491919948626984,0,11.846008719782368
116947374,Sách - Cop Craft – Cảnh Sát Đến Từ Hai Thế Giới (Tập 3),Thể loại: Sách nước ngoài,cat_Sách nước ngoài,-0.05007807405833542,False,9.13790229484289
116947374,Sách - Cop Craft – Cảnh Sát Đến Từ Hai Thế Giới (Tập 3),Thể loại: Sách tiếng Việt,cat_Sách tiếng Việt,0.025856422675260657,False,4.718102054513111
116947374,Sách - Cop Craft – Cảnh Sát Đến Từ Hai Thế Giới (Tập 3),Thể loại: Sách giáo khoa,cat_Sách giáo khoa,0.021332338080296182,True,3.8925782343631594
116947374,Sách - Cop Craft – Cảnh Sát Đến Từ Hai Thế Giới (Tập 3),"Thể loại: Truyện tranh, Manga","cat_Truyện tranh, Manga",0.010913756416726775,False,1.9914671576544822
117238177,Sách Thư Viện Nửa Đêm,Thể loại: Sách tiếng Việt,cat_Sách tiếng Việt,-0.08658078358219619,True,23.861441659883788
117238177,Sách Thư Viện Nửa Đêm,Mức giảm giá,discount_rate,0.0830386604724374,34,22.88524162520293
117238177,Sách Thư Viện Nửa Đêm,Có đánh giá,has_rating,0.06296933582866045,1,17.354187281185357
117238177,Sách Thư Viện Nửa Đêm,Điểm đánh giá,rating_average,0.04573527543302051,5.0,12.604524484439334
117238177,Sách Thư Viện Nửa Đêm,Thể loại: Sách giáo khoa,cat_Sách giáo khoa,-0.040790069281930685,False,11.241638365970516
117238177,Sách Thư Viện Nửa Đêm,Thể loại: Sách nước ngoài,cat_Sách nước ngoài,-0.025010740556046056,False,6.892895882398808
117238177,Sách Thư Viện Nửa Đêm,Giá bán,price,0.017709577423178698,115500,4.8807140686500885
117238177,Sách Thư Viện Nửa Đêm,"Thể loại: Truyện tranh, Manga","cat_Truyện tranh, Manga",0.001013640184256423,False,0.2793566322691737
117791509,Sách - Thiên Đường Tiền Xu (Tập 2),Điểm đánh giá,rating_average,-0.20216689459923867,0.0,38.736414009493586
117791509,Sách - Thiên Đường Tiền Xu (Tập 2),Có đánh giá,has_rating,-0.10626826360947086,0,20.361649534196125
117791509,Sách - Thiên Đường Tiền Xu (Tập 2),Mức giảm giá,discount_rate,-0.057230010819557905,0,10.965620247908488
117791509,Sách - Thiên Đường Tiền Xu (Tập 2),Giá bán,price,0.05391613101825849,77000,10.330660601249722
117791509,Sách - Thiên Đường Tiền Xu (Tập 2),Thể loại: Sách nước ngoài,cat_Sách nước ngoài,-0.04656238829294324,False,8.921638499526317
117791509,Sách - Thiên Đường Tiền Xu (Tập 2),Thể loại: Sách tiếng Việt,cat_Sách tiếng Việt,0.0251437847353258,False,4.817703003273184
117791509,Sách - Thiên Đường Tiền Xu (Tập 2),Thể loại: Sách giáo khoa,cat_Sách giáo khoa,0.020340366772364515,True,3.8973387307608465
117791509,Sách - Thiên Đường Tiền Xu (Tập 2),"Thể loại: Truyện tranh, Manga","cat_Truyện tranh, Manga",0.010276161255501242,False,1.9689753735917186
118522790,The Folk Of The Air 1: The Cruel Prince,Điểm đánh giá,rating_average,0.2429322528901475,4.7,44.22799197297593
118522790,The Folk Of The Air 1: The Cruel Prince,Có đánh giá,has_rating,0.10774626901954454,1,19.61617308785016
118522790,The Folk Of The Air 1: The Cruel Prince,Thể loại: Sách nước ngoài,cat_Sách nước ngoài,0.07281957402143367,True,13.257455512718023
118522790,The Folk Of The Air 1: The Cruel Prince,Thể loại: Sách tiếng Việt,cat_Sách tiếng Việt,0.06264261245937139,False,11.404648530848428
118522790,The Folk Of The Air 1: The Cruel Prince,Giá bán,price,-0.032236954763436215,330200,5.869026280158742
118522790,The Folk Of The Air 1: The Cruel Prince,"Thể loại: Truyện tranh, Manga","cat_Truyện tranh, Manga",0.016166340418706144,False,2.9432270345521085
118522790,The Folk Of The Air 1: The Cruel Prince,Mức giảm giá,discount_rate,0.01377292552024065,8,2.5074844204777214
118522790,The Folk Of The Air 1: The Cruel Prince,Thể loại: Sách giáo khoa,cat_Sách giáo khoa,-0.0009556968011087499,False,0.17399316041888496
119224744,Sách Thám Tử Đã Chết - Tập 1 (Tặng Kèm Bookmark Tròn),Thể loại: Sách giáo khoa,cat_Sách giáo khoa,0.1443415767509366,True,21.801899161939684
119224744,Sách Thám Tử Đã Chết - Tập 1 (Tặng Kèm Bookmark Tròn),Mức giảm giá,discount_rate,0.12430636676210115,24,18.775705062518206
119224744,Sách Thám Tử Đã Chết - Tập 1 (Tặng Kèm Bookmark Tròn),Điểm đánh giá,rating_average,0.10552697898798932,5.0,15.939195113062548
119224744,Sách Thám Tử Đã Chết - Tập 1 (Tặng Kèm Bookmark Tròn),Có đánh giá,has_rating,0.09460771157406234,1,14.289907551991579
119224744,Sách Thám Tử Đã Chết - Tập 1 (Tặng Kèm Bookmark Tròn),Thể loại: Sách tiếng Việt,cat_Sách tiếng Việt,0.07234995786948906,False,10.928012020839656
119224744,Sách Thám Tử Đã Chết - Tập 1 (Tặng Kèm Bookmark Tròn),Giá bán,price,0.07182483561250023,89900,10.848695563639557
119224744,Sách Thám Tử Đã Chết - Tập 1 (Tặng Kèm Bookmark Tròn),"Thể loại: Truyện tranh, Manga","cat_Truyện tranh, Manga",0.038115319364298024,False,5.757082387560662
119224744,Sách Thám Tử Đã Chết - Tập 1 (Tặng Kèm Bookmark Tròn),Thể loại: Sách nước ngoài,cat_Sách nước ngoài,-0.010986900629505395,False,1.6595031384481116
119226083,Sách Spy Room - Lớp Học Điệp Viên - Tập 1: Hanazono Lily (Tặng Kèm Bookmark Tròn),Thể loại: Sách giáo khoa,cat_Sách giáo khoa,0.1389445165926642,True,20.62304968182759
119226083,Sách Spy Room - Lớp Học Điệp Viên - Tập 1: Hanazono Lily (Tặng Kèm Bookmark Tròn),Mức giảm giá,discount_rate,0.11636418699659286,29,17.271530165177538
119226083,Sách Spy Room - Lớp Học Điệp Viên - Tập 1: Hanazono Lily (Tặng Kèm Bookmark Tròn),Điểm đánh giá,rating_average,0.1083739295185999,5.0,16.085564133698014
119226083,Sách Spy Room - Lớp Học Điệp Viên - Tập 1: Hanazono Lily (Tặng Kèm Bookmark Tròn),Giá bán,price,0.09637258964932302,83900,14.304247141547904
119226083,Sách Spy Room - Lớp Học Điệp Viên - Tập 1: Hanazono Lily (Tặng Kèm Bookmark Tròn),Có đánh giá,has_rating,0.08996520347387453,1,13.353221173288095
119226083,Sách Spy Room - Lớp Học Điệp Viên - Tập 1: Hanazono Lily (Tặng Kèm Bookmark Tròn),Thể loại: Sách tiếng Việt,cat_Sách tiếng Việt,0.0863618216262035,False,12.818383781432079
119226083,Sách Spy Room - Lớp Học Điệp Viên - Tập 1: Hanazono Lily (Tặng Kèm Bookmark Tròn),"Thể loại: Truyện tranh, Manga","cat_Truyện tranh, Manga",0.030235988011332735,False,4.487822176998241
119226083,Sách Spy Room - Lớp Học Điệp Viên - Tập 1: Hanazono Lily (Tặng Kèm Bookmark Tròn),Thể loại: Sách nước ngoài,cat_Sách nước ngoài,-0.007115856500385605,False,1.056181746030531
120219394,Sách Tôi Nói Gì Khi Nói Về Chạy Bộ,Mức giảm giá,discount_rate,0.09645167152078854,23,21.407221552876006
120219394,Sách Tôi Nói Gì Khi Nói Về Chạy Bộ,Giá bán,price,0.08596247201683739,70840,19.079168403014293
120219394,Sách Tôi Nói Gì Khi Nói Về Chạy Bộ,Điểm đánh giá,rating_average,0.07000838327410835,5.0,15.538195944945134
120219394,Sách Tôi Nói Gì Khi Nói Về Chạy Bộ,Có đánh giá,has_rating,0.06525692209407219,1,14.483620315750354
120219394,Sách Tôi Nói Gì Khi Nói Về Chạy Bộ,Thể loại: Sách tiếng Việt,cat_Sách tiếng Việt,-0.06010406012290019,True,13.339954725419002
120219394,Sách Tôi Nói Gì Khi Nói Về Chạy Bộ,Thể loại: Sách giáo khoa,cat_Sách giáo khoa,-0.033371101014552755,False,7.406637351307726
120219394,Sách Tôi Nói Gì Khi Nói Về Chạy Bộ,Thể loại: Sách nước ngoài,cat_Sách nước ngoài,-0.027968646873905125,False,6.207575366226737
120219394,Sách Tôi Nói Gì Khi Nói Về Chạy Bộ,"Thể loại: Truyện tranh, Manga","cat_Truyện tranh, Manga",0.011433445560792017,False,2.537626340460754
120471909,"Career Fear (And How To Beat It): Get The Perspective, Mindset And Skills You Need To Futureproof Your Work Life",Điểm đánh giá,rating_average,-0.17404429874661284,0.0,45.99658553611992
120471909,"Career Fear (And How To Beat It): Get The Perspective, Mindset And Skills You Need To Futureproof Your Work Life",Có đánh giá,has_rating,-0.09858132282960907,0,26.05316164017244
120471909,"Career Fear (And How To Beat It): Get The Perspective, Mindset And Skills You Need To Futureproof Your Work Life",Mức giảm giá,discount_rate,-0.03753937943575209,3,9.920941332891758
120471909,"Career Fear (And How To Beat It): Get The Perspective, Mindset And Skills You Need To Futureproof Your Work Life",Giá bán,price,-0.024773207580037638,506300,6.547085826225215
120471909,"Career Fear (And How To Beat It): Get The Perspective, Mindset And Skills You Need To Futureproof Your Work Life",Thể loại: Sách nước ngoài,cat_Sách nước ngoài,0.0176131917037204,True,4.654830319628727
120471909,"Career Fear (And How To Beat It): Get The Perspective, Mindset And Skills You Need To Futureproof Your Work Life",Thể loại: Sách tiếng Việt,cat_Sách tiếng Việt,0.015154485664396103,False,4.0050412517857
120471909,"Career Fear (And How To Beat It): Get The Perspective, Mindset And Skills You Need To Futureproof Your Work Life",Thể loại: Sách giáo khoa,cat_Sách giáo khoa,-0.005986642394759352,False,1.5821552959089356
120471909,"Career Fear (And How To Beat It): Get The Perspective, Mindset And Skills You Need To Futureproof Your Work Life","Thể loại: Truyện tranh, Manga","cat_Truyện tranh, Manga",0.004692729415910144,False,1.2401987972672837
121185870,Sách Và Rồi Núi Vọng,Thể loại: Sách tiếng Việt,cat_Sách tiếng Việt,-0.08648264906849347,True,24.294788685400537
121185870,Sách Và Rồi Núi Vọng,Điểm đánh giá,rating_average,0.06410180585461892,5.0,18.007540753719727
121185870,Sách Và Rồi Núi Vọng,Có đánh giá,has_rating,0.06206390110681857,1,17.435050598271644
121185870,Sách Và Rồi Núi Vọng,Mức giảm giá,discount_rate,0.055357102328298394,25,15.550970255744176
121185870,Sách Và Rồi Núi Vọng,Thể loại: Sách giáo khoa,cat_Sách giáo khoa,-0.043453494222129886,False,12.206997254822978
121185870,Sách Và Rồi Núi Vọng,Thể loại: Sách nước ngoài,cat_Sách nước ngoài,-0.027771192478726284,False,7.801510014776344
121185870,Sách Và Rồi Núi Vọng,Giá bán,price,0.014469900601475273,135000,4.064898348952897
121185870,Sách Và Rồi Núi Vọng,"Thể loại: Truyện tranh, Manga","cat_Truyện tranh, Manga",0.002271970348220005,False,0.6382440883116952
121635152,Sách Không Ai Có Thể Làm Bạn Tổn Thương Trừ Khi Bạn Cho Phép (Tặng Kèm 1 Bộ Bookmark Gồm 4 Cái),Thể loại: Sách tiếng Việt,cat_Sách tiếng Việt,-0.09400240927476919,True,23.399420517855457
121635152,Sách Không Ai Có Thể Làm Bạn Tổn Thương Trừ Khi Bạn Cho Phép (Tặng Kèm 1 Bộ Bookmark Gồm 4 Cái),Mức giảm giá,discount_rate,0.06424720891814295,32,15.99264816904696
121635152,Sách Không Ai Có Thể Làm Bạn Tổn Thương Trừ Khi Bạn Cho Phép (Tặng Kèm 1 Bộ Bookmark Gồm 4 Cái),Có đánh giá,has_rating,0.06046699894584598,1,15.051664597774714
121635152,Sách Không Ai Có Thể Làm Bạn Tổn Thương Trừ Khi Bạn Cho Phép (Tặng Kèm 1 Bộ Bookmark Gồm 4 Cái),Giá bán,price,0.05941348244198026,80750,14.789419450159423
121635152,Sách Không Ai Có Thể Làm Bạn Tổn Thương Trừ Khi Bạn Cho Phép (Tặng Kèm 1 Bộ Bookmark Gồm 4 Cái),Điểm đánh giá,rating_average,0.05034078475170088,5.0,12.531010648469223
121635152,Sách Không Ai Có Thể Làm Bạn Tổn Thương Trừ Khi Bạn Cho Phép (Tặng Kèm 1 Bộ Bookmark Gồm 4 Cái),Thể loại: Sách giáo khoa,cat_Sách giáo khoa,-0.04693893876744625,False,11.684210812840783
121635152,Sách Không Ai Có Thể Làm Bạn Tổn Thương Trừ Khi Bạn Cho Phép (Tặng Kèm 1 Bộ Bookmark Gồm 4 Cái),Thể loại: Sách nước ngoài,cat_Sách nước ngoài,-0.024280980559176407,False,6.044109710308667
121635152,Sách Không Ai Có Thể Làm Bạn Tổn Thương Trừ Khi Bạn Cho Phép (Tặng Kèm 1 Bộ Bookmark Gồm 4 Cái),"Thể loại: Truyện tranh, Manga","cat_Truyện tranh, Manga",0.0020388426073424896,False,0.5075160935447728
122273502,Medieval Castles,Điểm đánh giá,rating_average,-0.21008858878124237,0.0,43.90136464521838
122273502,Medieval Castles,Có đánh giá,has_rating,-0.11075130213751103,0,23.143252702479657
122273502,Medieval Castles,Thể loại: Sách nước ngoài,cat_Sách nước ngoài,0.05215775792310182,True,10.899196205479791
122273502,Medieval Castles,Giá bán,price,0.04004118438188097,94800,8.367244725537084
122273502,Medieval Castles,Mức giảm giá,discount_rate,-0.02980260033427989,0,6.227729131986754
122273502,Medieval Castles,Thể loại: Sách tiếng Việt,cat_Sách tiếng Việt,0.02313837241268563,False,4.835132314796475
122273502,Medieval Castles,"Thể loại: Truyện tranh, Manga","cat_Truyện tranh, Manga",0.011232266086557228,False,2.3471613195114007
122273502,Medieval Castles,Thể loại: Sách giáo khoa,cat_Sách giáo khoa,-0.0013347578170252795,False,0.27891895499044983
122521856,My Fairy Story,Điểm đánh giá,rating_average,-0.2105479121613652,0.0,36.65777880818472
122521856,My Fairy Story,Có đánh giá,has_rating,-0.13535868461574574,0,23.566838870422874
122521856,My Fairy Story,Giá bán,price,0.07325700821324806,65500,12.754527820596394
122521856,My Fairy Story,Mức giảm giá,discount_rate,-0.06453454993017722,4,11.235890361207227
122521856,My Fairy Story,Thể loại: Sách nước ngoài,cat_Sách nước ngoài,0.04929762123823837,True,8.583040679767024
122521856,My Fairy Story,Thể loại: Sách tiếng Việt,cat_Sách tiếng Việt,0.030538325414752095,False,5.316923671835708
122521856,My Fairy Story,"Thể loại: Truyện tranh, Manga","cat_Truyện tranh, Manga",0.006471566016920675,False,1.1267422847158233
122521856,My Fairy Story,Thể loại: Sách giáo khoa,cat_Sách giáo khoa,-0.00435513387293919,False,0.7582575032702358
124767704,Sách Bạn Đắt Giá Bao Nhiêu? (Tái Bản),Mức giảm giá,discount_rate,0.08320501219127907,23,21.60840403819794
124767704,Sách Bạn Đắt Giá Bao Nhiêu? (Tái Bản),Thể loại: Sách tiếng Việt,cat_Sách tiếng Việt,-0.06689504157199794,True,17.372692442094074
124767704,Sách Bạn Đắt Giá Bao Nhiêu? (Tái Bản),Điểm đánh giá,rating_average,0.06539713896283408,5.0,16.983686011636802
124767704,Sách Bạn Đắt Giá Bao Nhiêu? (Tái Bản),Có đánh giá,has_rating,0.06208584417852687,1,16.123740273940157
124767704,Sách Bạn Đắt Giá Bao Nhiêu? (Tái Bản),Thể loại: Sách giáo khoa,cat_Sách giáo khoa,-0.03831158485425446,False,9.949547305771617
124767704,Sách Bạn Đắt Giá Bao Nhiêu? (Tái Bản),Thể loại: Sách nước ngoài,cat_Sách nước ngoài,-0.028769777045493706,False,7.4715326651085965
124767704,Sách Bạn Đắt Giá Bao Nhiêu? (Tái Bản),Giá bán,price,0.02621099953710021,107030,6.807016228068578
124767704,Sách Bạn Đắt Giá Bao Nhiêu? (Tái Bản),"Thể loại: Truyện tranh, Manga","cat_Truyện tranh, Manga",0.014183174444336394,False,3.683381035182239
124767708,Sách Sherlock Holmes Toàn Tập - Tập 2 (Bìa Cứng)(Tái Bản),Mức giảm giá,discount_rate,0.08481561743187994,25,20.580592564392536
124767708,Sách Sherlock Holmes Toàn Tập - Tập 2 (Bìa Cứng)(Tái Bản),Thể loại: Sách tiếng Việt,cat_Sách tiếng Việt,-0.0838763550186074,True,20.35267962071638
124767708,Sách Sherlock Holmes Toàn Tập - Tập 2 (Bìa Cứng)(Tái Bản),Điểm đánh giá,rating_average,0.06320058147655319,5.0,15.335682938891567
124767708,Sách Sherlock Holmes Toàn Tập - Tập 2 (Bìa Cứng)(Tái Bản),Có đánh giá,has_rating,0.06171396207450132,1,14.974953286283386
124767708,Sách Sherlock Holmes Toàn Tập - Tập 2 (Bìa Cứng)(Tái Bản),Thể loại: Sách giáo khoa,cat_Sách giáo khoa,-0.04610805745254066,False,11.188165258933363
124767708,Sách Sherlock Holmes Toàn Tập - Tập 2 (Bìa Cứng)(Tái Bản),Giá bán,price,0.04006608089103583,108100,9.722073734034538
124767708,Sách Sherlock Holmes Toàn Tập - Tập 2 (Bìa Cứng)(Tái Bản),Thể loại: Sách nước ngoài,cat_Sách nước ngoài,-0.028690387677576482,False,6.961750644342178
124767708,Sách Sherlock Holmes Toàn Tập - Tập 2 (Bìa Cứng)(Tái Bản),"Thể loại: Truyện tranh, Manga","cat_Truyện tranh, Manga",0.003643512825562923,False,0.8841019524060437
125528587,Sách Thần Với Chả Thoại (Những Câu Chuyện Mệt Mỏi Về Các Vị Thần),Điểm đánh giá,rating_average,0.1693630311894503,4.8,35.34586055718479
125528587,Sách Thần Với Chả Thoại (Những Câu Chuyện Mệt Mỏi Về Các Vị Thần),Thể loại: Sách tiếng Việt,cat_Sách tiếng Việt,-0.09535400242695885,True,19.900265422048548
125528587,Sách Thần Với Chả Thoại (Những Câu Chuyện Mệt Mỏi Về Các Vị Thần),Mức giảm giá,discount_rate,0.07248047420452072,26,15.126587640521631
125528587,Sách Thần Với Chả Thoại (Những Câu Chuyện Mệt Mỏi Về Các Vị Thần),Có đánh giá,has_rating,0.06877367130056944,1,14.352982340499162
125528587,Sách Thần Với Chả Thoại (Những Câu Chuyện Mệt Mỏi Về Các Vị Thần),Thể loại: Sách giáo khoa,cat_Sách giáo khoa,-0.03342730216001627,False,6.976237686896183
125528587,Sách Thần Với Chả Thoại (Những Câu Chuyện Mệt Mỏi Về Các Vị Thần),Thể loại: Sách nước ngoài,cat_Sách nước ngoài,-0.02952298851007811,False,6.16141213215125
125528587,Sách Thần Với Chả Thoại (Những Câu Chuyện Mệt Mỏi Về Các Vị Thần),"Thể loại: Truyện tranh, Manga","cat_Truyện tranh, Manga",-0.006412827650020069,False,1.3383494042529134
125528587,Sách Thần Với Chả Thoại (Những Câu Chuyện Mệt Mỏi Về Các Vị Thần),Giá bán,price,0.0038251529710985844,117000,0.7983048164455239
126474205,Làm giàu từ chứng khoán bằng phương pháp VSA chính gốc: Nghiên cứu chuyên sâu về cách giao dịch của Wyckoff,Điểm đánh giá,rating_average,0.20256231373103462,4.8,38.81350808006596
126474205,Làm giàu từ chứng khoán bằng phương pháp VSA chính gốc: Nghiên cứu chuyên sâu về cách giao dịch của Wyckoff,Giá bán,price,0.11938499326082887,499000,22.875678674961065
126474205,Làm giàu từ chứng khoán bằng phương pháp VSA chính gốc: Nghiên cứu chuyên sâu về cách giao dịch của Wyckoff,Có đánh giá,has_rating,0.08228701610618451,1,15.767235798672555
126474205,Làm giàu từ chứng khoán bằng phương pháp VSA chính gốc: Nghiên cứu chuyên sâu về cách giao dịch của Wyckoff,Mức giảm giá,discount_rate,-0.04359222882449069,0,8.352823852289099
126474205,Làm giàu từ chứng khoán bằng phương pháp VSA chính gốc: Nghiên cứu chuyên sâu về cách giao dịch của Wyckoff,Thể loại: Sách nước ngoài,cat_Sách nước ngoài,-0.028516115668836505,False,5.464049385781213
126474205,Làm giàu từ chứng khoán bằng phương pháp VSA chính gốc: Nghiên cứu chuyên sâu về cách giao dịch của Wyckoff,Thể loại: Sách tiếng Việt,cat_Sách tiếng Việt,-0.02837567969773877,True,5.437140072797302
126474205,Làm giàu từ chứng khoán bằng phương pháp VSA chính gốc: Nghiên cứu chuyên sâu về cách giao dịch của Wyckoff,"Thể loại: Truyện tranh, Manga","cat_Truyện tranh, Manga",0.010081851011998157,False,1.9318105056590231
126474205,Làm giàu từ chứng khoán bằng phương pháp VSA chính gốc: Nghiên cứu chuyên sâu về cách giao dịch của Wyckoff,Thể loại: Sách giáo khoa,cat_Sách giáo khoa,-0.007085927820704738,False,1.3577536297737804
127649070,Sách Thay Đổi Câu Hỏi Thay Đổi Cuộc Đời,Mức giảm giá,discount_rate,0.17554383783338226,38,35.24995364896376
127649070,Sách Thay Đổi Câu Hỏi Thay Đổi Cuộc Đời,Giá bán,price,0.06802078146378426,52700,13.658863924579897
127649070,Sách Thay Đổi Câu Hỏi Thay Đổi Cuộc Đời,Điểm đánh giá,rating_average,0.06755186096927383,5.0,13.564702683145544
127649070,Sách Thay Đổi Câu Hỏi Thay Đổi Cuộc Đời,Có đánh giá,has_rating,0.06632150280435586,1,13.317641499909096
127649070,Sách Thay Đổi Câu Hỏi Thay Đổi Cuộc Đời,Thể loại: Sách tiếng Việt,cat_Sách tiếng Việt,-0.05706487245734653,True,11.458870524493973
127649070,Sách Thay Đổi Câu Hỏi Thay Đổi Cuộc Đời,Thể loại: Sách giáo khoa,cat_Sách giáo khoa,-0.039952509528283824,False,8.02263483819068
127649070,Sách Thay Đổi Câu Hỏi Thay Đổi Cuộc Đời,Thể loại: Sách nước ngoài,cat_Sách nước ngoài,-0.018991633048215734,False,3.8136011661266433
127649070,Sách Thay Đổi Câu Hỏi Thay Đổi Cuộc Đời,"Thể loại: Truyện tranh, Manga","cat_Truyện tranh, Manga",0.004550359796969316,False,0.9137317145904059
128817454,"Sách - Những lời chúng tôi nói ở bệnh viện bên bờ biển (tái bản, không seal và phụ kiện)",Điểm đánh giá,rating_average,-0.16082858072827522,0.0,36.19956053161788
128817454,"Sách - Những lời chúng tôi nói ở bệnh viện bên bờ biển (tái bản, không seal và phụ kiện)",Có đánh giá,has_rating,-0.08455096066087467,0,19.03086879577041
128817454,"Sách - Những lời chúng tôi nói ở bệnh viện bên bờ biển (tái bản, không seal và phụ kiện)",Giá bán,price,0.06404061878127999,99000,14.414367431196515
128817454,"Sách - Những lời chúng tôi nói ở bệnh viện bên bờ biển (tái bản, không seal và phụ kiện)",Mức giảm giá,discount_rate,-0.05801970887933535,0,13.059171162822409
128817454,"Sách - Những lời chúng tôi nói ở bệnh viện bên bờ biển (tái bản, không seal và phụ kiện)",Thể loại: Sách giáo khoa,cat_Sách giáo khoa,0.03050034716318049,True,6.865068126381846
128817454,"Sách - Những lời chúng tôi nói ở bệnh viện bên bờ biển (tái bản, không seal và phụ kiện)",Thể loại: Sách tiếng Việt,cat_Sách tiếng Việt,0.02403517624661146,False,5.409876860738536
128817454,"Sách - Những lời chúng tôi nói ở bệnh viện bên bờ biển (tái bản, không seal và phụ kiện)",Thể loại: Sách nước ngoài,cat_Sách nước ngoài,-0.011566919148423485,False,2.6035011189032478
128817454,"Sách - Những lời chúng tôi nói ở bệnh viện bên bờ biển (tái bản, không seal và phụ kiện)","Thể loại: Truyện tranh, Manga","cat_Truyện tranh, Manga",0.010740929310931223,False,2.4175859725691518
129381392,Cuốn Sách Tranh Đầu Tiên Về Quốc Kỳ (Ehon Nhật Bản),Thể loại: Sách tiếng Việt,cat_Sách tiếng Việt,-0.10593689488934989,True,26.857022486525842
129381392,Cuốn Sách Tranh Đầu Tiên Về Quốc Kỳ (Ehon Nhật Bản),Có đánh giá,has_rating,0.06089826648565633,1,15.438871548047805
129381392,Cuốn Sách Tranh Đầu Tiên Về Quốc Kỳ (Ehon Nhật Bản),Điểm đánh giá,rating_average,0.05182354834301089,5.0,13.138257494082227
129381392,Cuốn Sách Tranh Đầu Tiên Về Quốc Kỳ (Ehon Nhật Bản),Mức giảm giá,discount_rate,0.050763232418560754,28,12.869447192859761
129381392,Cuốn Sách Tranh Đầu Tiên Về Quốc Kỳ (Ehon Nhật Bản),Giá bán,price,0.05027987887791368,71500,12.746907855420625
129381392,Cuốn Sách Tranh Đầu Tiên Về Quốc Kỳ (Ehon Nhật Bản),Thể loại: Sách giáo khoa,cat_Sách giáo khoa,-0.044633652645384984,False,11.315481863093565
129381392,Cuốn Sách Tranh Đầu Tiên Về Quốc Kỳ (Ehon Nhật Bản),Thể loại: Sách nước ngoài,cat_Sách nước ngoài,-0.026567796333774374,False,6.7354428718993
129381392,Cuốn Sách Tranh Đầu Tiên Về Quốc Kỳ (Ehon Nhật Bản),"Thể loại: Truyện tranh, Manga","cat_Truyện tranh, Manga",-0.0035443831015438644,False,0.8985686880708792
130230756,Combo Trọn Bộ 31 Tập: Siêu Quậy Teppei,Có đánh giá,has_rating,0.07047815668623814,1,31.180482264478226
130230756,Combo Trọn Bộ 31 Tập: Siêu Quậy Teppei,Điểm đánh giá,rating_average,0.06921703577232856,5.0,30.62254544918126
130230756,Combo Trọn Bộ 31 Tập: Siêu Quậy Teppei,Thể loại: Sách tiếng Việt,cat_Sách tiếng Việt,0.02839465599391512,False,12.562176839637885
130230756,Combo Trọn Bộ 31 Tập: Siêu Quậy Teppei,Mức giảm giá,discount_rate,0.019043993797327147,5,8.425318407317832
130230756,Combo Trọn Bộ 31 Tập: Siêu Quậy Teppei,Thể loại: Sách giáo khoa,cat_Sách giáo khoa,-0.015914542561131877,False,7.04080718631438
130230756,Combo Trọn Bộ 31 Tập: Siêu Quậy Teppei,Thể loại: Sách nước ngoài,cat_Sách nước ngoài,-0.01292635889382374,False,5.718794633456308
130230756,Combo Trọn Bộ 31 Tập: Siêu Quậy Teppei,"Thể loại: Truyện tranh, Manga","cat_Truyện tranh, Manga",-0.00570959266296156,True,2.5260004111263936
130230756,Combo Trọn Bộ 31 Tập: Siêu Quậy Teppei,Giá bán,price,0.004348590539658606,736250,1.9238748084877064
130996088,Sách Câu Chuyện Ngôn Ngữ,Thể loại: Sách tiếng Việt,cat_Sách tiếng Việt,-0.0751937690403204,True,21.301845466676735
